committee,date,status
Committee on Pedestrian and Traffic Safety,2014-11-13T17:30:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2015-04-29T17:00:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2015-05-05T18:30:00+00:00,recorded
Committee on Pedestrian and Traffic Safety,2011-07-05T15:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2011-07-26T16:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2011-08-17T15:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-03-12T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-05-07T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-09-10T19:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-10-29T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-11-13T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2012-12-10T19:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-01-14T19:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-02-11T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-03-11T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-04-09T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-05-06T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-06-03T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-06-24T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-07-22T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-09-09T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-10-09T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-11-07T15:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-11-21T18:30:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2013-12-09T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-01-13T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-02-03T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-02-26T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-03-27T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-04-23T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-06-19T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-07-23T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-09-08T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-09-30T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2014-12-04T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-01-14T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-03-11T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-04-09T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-06-11T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-07-23T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-09-17T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-10-08T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-10-27T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-11-16T19:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2015-12-02T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-01-07T19:30:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-02-03T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-03-10T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-04-06T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-05-12T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-06-20T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-07-14T17:30:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-09-08T17:30:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-10-03T17:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-10-27T14:30:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2016-12-08T18:00:00+00:00,not recorded
Committee on Pedestrian and Traffic Safety,2017-01-18T18:00:00+00:00,not recorded
Committee on Public Safety,2011-07-21T15:00:00+00:00,recorded
Committee on Public Safety,2011-09-06T16:00:00+00:00,recorded
Committee on Public Safety,2011-10-03T16:00:00+00:00,recorded
Committee on Public Safety,2011-12-08T16:00:00+00:00,recorded
Committee on Public Safety,2012-02-09T16:00:00+00:00,recorded
Committee on Public Safety,2012-03-08T16:00:00+00:00,recorded
Committee on Public Safety,2012-04-12T15:00:00+00:00,recorded
Committee on Public Safety,2012-05-31T15:00:00+00:00,recorded
Committee on Public Safety,2012-06-21T15:00:00+00:00,recorded
Committee on Public Safety,2012-07-19T15:00:00+00:00,recorded
Committee on Public Safety,2012-09-06T15:00:00+00:00,recorded
Committee on Public Safety,2012-09-27T14:30:00+00:00,recorded
Committee on Public Safety,2012-11-05T16:00:00+00:00,recorded
Committee on Public Safety,2012-12-06T16:00:00+00:00,recorded
Committee on Public Safety,2013-01-10T16:00:00+00:00,recorded
Committee on Public Safety,2013-02-07T16:00:00+00:00,recorded
Committee on Public Safety,2013-03-07T16:00:00+00:00,recorded
Committee on Public Safety,2013-05-02T15:00:00+00:00,recorded
Committee on Public Safety,2013-09-09T15:00:00+00:00,recorded
Committee on Public Safety,2013-10-03T15:00:00+00:00,recorded
Committee on Public Safety,2013-10-15T18:00:00+00:00,recorded
Committee on Public Safety,2014-01-09T16:00:00+00:00,recorded
Committee on Public Safety,2014-01-30T16:00:00+00:00,recorded
Committee on Public Safety,2014-02-28T17:30:00+00:00,recorded
Committee on Public Safety,2014-04-28T19:00:00+00:00,recorded
Committee on Public Safety,2014-06-18T19:00:00+00:00,recorded
Committee on Public Safety,2014-07-24T15:00:00+00:00,recorded
Committee on Public Safety,2014-10-02T15:00:00+00:00,recorded
Committee on Public Safety,2015-01-20T16:00:00+00:00,recorded
Committee on Public Safety,2015-04-30T15:00:00+00:00,recorded
Committee on Public Safety,2015-10-26T14:30:00+00:00,recorded
Committee on Public Safety,2016-01-12T19:00:00+00:00,recorded
Committee on Public Safety,2016-03-22T18:00:00+00:00,recorded
Committee on Public Safety,2016-05-24T15:00:00+00:00,recorded
Committee on Public Safety,2016-06-14T15:00:00+00:00,recorded
Committee on Public Safety,2016-07-11T18:00:00+00:00,recorded
Committee on Public Safety,2016-10-24T16:00:00+00:00,recorded
Committee on Public Safety,2016-11-15T16:00:00+00:00,recorded
Committee on Public Safety,2017-01-18T19:00:00+00:00,recorded
Committee on Public Safety,2011-06-06T15:00:00+00:00,not recorded
Committee on Public Safety,2011-06-07T14:00:00+00:00,not recorded
Committee on Public Safety,2011-07-05T19:00:00+00:00,not recorded
Committee on Public Safety,2011-10-27T15:00:00+00:00,not recorded
Committee on Public Safety,2013-04-04T15:00:00+00:00,not recorded
Committee on Public Safety,2013-05-30T15:00:00+00:00,not recorded
Committee on Public Safety,2013-07-16T16:30:00+00:00,not recorded
Committee on Public Safety,2015-07-21T16:00:00+00:00,not recorded
Committee on Public Safety,2015-08-25T15:00:00+00:00,not recorded
Committee on Public Safety,2016-04-12T18:00:00+00:00,not recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-06-07T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-07-05T17:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-07-21T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-08-30T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-09-28T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-10-25T17:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-11-15T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2011-12-06T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-01-17T19:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-02-07T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-03-06T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-04-11T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-05-02T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-08-27T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-10-01T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2013-01-10T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2013-03-06T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2013-09-10T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-01-14T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-02-04T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-03-04T16:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-06-24T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-11-03T16:30:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-03-17T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-04-09T14:30:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-05-04T15:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-06-16T17:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-09-21T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-10-20T17:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2015-11-16T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2016-02-08T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2016-06-20T16:30:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2016-09-12T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2016-12-13T18:00:00+00:00,recorded
"Committee on Special Events, Cultural Affairs and Recreation",2012-05-29T16:00:00+00:00,not recorded
"Committee on Special Events, Cultural Affairs and Recreation",2013-04-04T15:00:00+00:00,not recorded
"Committee on Special Events, Cultural Affairs and Recreation",2013-10-15T15:00:00+00:00,not recorded
"Committee on Special Events, Cultural Affairs and Recreation",2014-09-09T15:00:00+00:00,not recorded
"Committee on Special Events, Cultural Affairs and Recreation",2016-01-11T19:00:00+00:00,not recorded
Committee on Transportation and Public Way,2011-02-07T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-03-04T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-04-11T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-05-02T17:30:00+00:00,recorded
Committee on Transportation and Public Way,2011-06-06T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-06-30T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-07-25T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-09-06T15:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-10-03T15:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-10-31T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-12-12T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-01-11T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-02-07T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-03-07T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-04-10T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-05-03T15:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-05-31T15:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-06-20T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-07-18T16:30:00+00:00,recorded
Committee on Transportation and Public Way,2012-09-05T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-09-26T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-10-24T18:00:00+00:00,recorded
Committee on Transportation and Public Way,2012-12-04T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-01-14T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-02-05T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-03-06T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-04-02T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-05-01T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-05-29T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-06-20T14:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-07-18T14:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-09-04T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-10-09T16:30:00+00:00,recorded
Committee on Transportation and Public Way,2013-11-06T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2013-12-10T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-01-13T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-02-03T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-02-26T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-03-27T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-04-28T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-05-22T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-06-18T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-07-23T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-09-03T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-10-01T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2014-10-29T16:30:00+00:00,recorded
Committee on Transportation and Public Way,2014-12-03T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-01-14T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-03-11T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-04-13T14:30:00+00:00,recorded
Committee on Transportation and Public Way,2015-05-04T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-06-09T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-10-07T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-11-17T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2015-12-08T19:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-01-06T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-01-28T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-03-09T19:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-04-06T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-05-11T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-06-15T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-07-14T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-09-08T15:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-09-29T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-10-25T16:00:00+00:00,recorded
Committee on Transportation and Public Way,2016-12-07T17:00:00+00:00,recorded
Committee on Transportation and Public Way,2017-01-18T19:00:00+00:00,recorded
Committee on Transportation and Public Way,2011-03-08T15:00:00+00:00,not recorded
Committee on Transportation and Public Way,2011-04-13T14:30:00+00:00,not recorded
Committee on Transportation and Public Way,2012-07-31T16:00:00+00:00,not recorded
Committee on Transportation and Public Way,2014-12-09T19:00:00+00:00,not recorded
Committee on Transportation and Public Way,2015-01-21T15:00:00+00:00,not recorded
Committee on Transportation and Public Way,2015-07-22T16:00:00+00:00,not recorded
Committee on Transportation and Public Way,2015-09-17T16:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2011-06-07T16:30:00+00:00,recorded
Committee on Workforce Development and Audit,2011-09-07T18:00:00+00:00,recorded
Committee on Workforce Development and Audit,2011-09-28T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-04-11T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-06-20T16:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-09-11T18:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-10-01T14:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-10-01T18:30:00+00:00,recorded
Committee on Workforce Development and Audit,2012-10-01T19:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-10-29T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2012-11-07T16:00:00+00:00,recorded
Committee on Workforce Development and Audit,2013-05-29T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2013-06-19T18:00:00+00:00,recorded
Committee on Workforce Development and Audit,2013-11-22T16:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-01-29T20:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-02-26T19:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-03-25T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-07-22T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-09-03T18:00:00+00:00,recorded
Committee on Workforce Development and Audit,2014-12-01T21:45:00+00:00,recorded
Committee on Workforce Development and Audit,2015-04-28T16:00:00+00:00,recorded
Committee on Workforce Development and Audit,2015-09-10T16:00:00+00:00,recorded
Committee on Workforce Development and Audit,2015-10-20T19:00:00+00:00,recorded
Committee on Workforce Development and Audit,2016-01-11T19:30:00+00:00,recorded
Committee on Workforce Development and Audit,2016-06-16T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2016-07-08T15:00:00+00:00,recorded
Committee on Workforce Development and Audit,2016-10-04T19:00:00+00:00,recorded
Committee on Workforce Development and Audit,2016-11-15T19:00:00+00:00,recorded
Committee on Workforce Development and Audit,2011-07-20T16:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2013-01-30T19:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2013-04-24T15:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2014-09-30T15:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2014-10-08T14:15:00+00:00,not recorded
Committee on Workforce Development and Audit,2014-11-03T15:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2014-11-10T21:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2015-07-28T16:00:00+00:00,not recorded
Committee on Workforce Development and Audit,2016-11-02T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2011-07-12T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-07-26T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-09-01T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-09-29T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-10-18T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-11-01T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-11-15T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-12-13T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-12-22T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-01-26T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-02-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-03-01T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-03-07T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-03-22T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-04-17T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-04-26T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-06-05T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-06-25T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-07-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-08-23T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-09-11T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-09-27T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-10-25T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-11-29T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2012-12-03T15:30:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-01-14T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-02-11T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-02-26T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-03-26T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-04-30T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-05-15T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-06-03T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-06-11T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-06-25T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-07-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-08-28T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-09-04T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-10-10T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-11-14T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-12-05T17:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2013-12-17T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-01-08T17:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-01-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-02-27T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-03-04T17:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-03-24T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-04-24T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-04-29T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-05-22T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-05-22T17:30:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-06-23T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-07-24T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-07-28T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-07-29T20:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-09-30T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-10-28T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-11-13T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2014-12-09T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-01-13T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-01-20T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-03-12T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-03-17T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-04-13T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-04-23T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-05-13T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-06-03T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-06-25T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-09-14T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-09-21T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-10-20T18:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-11-17T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2015-12-07T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-01-05T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-01-20T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-02-09T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-02-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-03-14T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-04-26T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-06-02T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-06-20T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-07-18T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-08-24T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-09-12T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-09-27T15:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-11-29T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2016-12-12T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2017-01-23T16:00:00+00:00,recorded
"Committee on Zoning, Landmarks and Building Standards",2011-05-26T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2011-06-09T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2013-04-10T14:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2013-11-13T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2014-04-01T16:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2014-08-05T14:30:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2014-09-04T16:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2015-07-22T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2015-08-27T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2015-10-27T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2016-04-05T15:00:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2016-05-17T15:30:00+00:00,not recorded
"Committee on Zoning, Landmarks and Building Standards",2016-11-15T16:00:00+00:00,not recorded
